id,href,img,post_date,edit_date,post,type,abandon_date,open_date,adoption_date,age,gender,color,breed,size,health,target,target_log,color_三花,color_棕,color_灰,color_白,color_米,color_虎斑,color_黃,color_黑,breed_俄羅斯藍,breed_博美,breed_古代牧羊,breed_吉娃娃,breed_哈士奇,breed_巴哥,breed_拉布拉多,breed_挪威納,breed_摺耳貓,breed_暹羅,breed_柯基,breed_柴犬,breed_梗犬,breed_比熊,breed_比特犬,breed_法鬥,breed_波斯貓,breed_牛頭梗,breed_狐狸犬,breed_異國短,breed_秋田,breed_米克斯,breed_約克夏,breed_美短,breed_臘腸,breed_英短,breed_蝴蝶犬,breed_西施,breed_西高地,breed_貴賓,breed_迷你杜賓,breed_迷你貝吉格里芬凡丁,breed_邊牧,breed_金吉拉,breed_阿拉斯加克利凱,breed_雪納瑞,breed_馬爾濟斯,breed_黃金獵犬
10,https://www.facebook.com/photo/?fbid=1973674586033455,42165829_1973674589366788_8905645710804779008_n.jpg,2018-09-20,2018-09-26,"〈已結案〉
107.09.26已完成認養
-------
< 收容編號107080402將於107.9.23（日）開放認養 >

欲認養者，請於早上10點整，攜帶身分證件(需年滿20歲且無棄養紀錄)，自備牽繩或胸背帶、運輸籠等至櫃檯登記。完成登記者，始得參與認養，若登記人數為兩位以上(含)，將進行抽籤程序。
.
編號：107080402
籠號：H19-1
性別：男生
年紀：7歲以上
花色：黑白
進所日期：107.08.04
.
健康評估：已絕育
行為評估：緊張緊迫、可觸碰及撫摸
.
#臺北市動物之家
#臺北市動物保護處
#台北市產業發產局
#認養代替購買 顯示較少",1,2018-08-04,2018-09-23,2018-09-26,7.0,1,"['黑', '白']",邊牧,1,1,53,3.9889840465642745,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11,https://www.facebook.com/photo/?fbid=1982908955110018,42669907_1982908961776684_5743676347809529856_n.jpg,2018-10-01,2018-10-04,"（已結案）
107.10.4已完成認養手續
-------
< 收容編號107082209將於107.10.04(四)開放認養 >

欲認養者，請於早上10:00-10:10，現場攜帶身分證件(需年滿20歲且無棄養紀錄等)以及貓用硬殼運輸籠至臨櫃登記。完成登記者，始得參與認養，若登記人數為兩位以上(含)，將進行抽籤程序。

編號：107082209
籠號：前貓舍F20(右中)
性別：女生
年紀：1-3月(進所時)
花色：灰白
進所日期：107.08.22

健康評估：鼻氣管炎
行為評估：友善、可觸碰及撫摸

#臺北市動物之家
#臺北市動物保護處
#台北市產業發產局
#認養代替購買 顯示較少",0,2018-08-22,2018-10-04,2018-10-04,0.17,0,"['灰', '白']",暹羅,1,0,43,3.784189633918261,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,https://www.facebook.com/photo/?fbid=1993640120703568,43376032_1993640124036901_5026614871794384896_n.jpg,2018-10-07,2018-10-14,"〈已結案〉
107.10.13已完成認養手續
-------
編號：107082502
籠號：前貓舍F28
性別：男生
年齡：3-7歲
花色：黃虎斑
健康評估：鼻氣管炎
行為評估：緊張緊迫

我是大塊頭

壯碩帥氣的外型總是吸引人注意
但我可是很有個性的
想征服我請用適合我的方式
可別一下就想把我擁入懷
總之先來看看我
說不定我們的頻率相同


認養注意事項：
1.有意認養者，請記住編號跟籠號
2.未滿三個月的幼犬、貓需填寫不適認領、養切結書
3.認養貓需自備運輸籠(硬殼側開式)；認養犬需攜帶寵物專用牽繩或胸背帶、運輸籠等
4.開放認養時間週二至週五上午10:00~12:30、下午1:30~4:00，週六、日10:00~16:00
5.臺北市動物之家地址：內湖區潭美街852號
電話：(02)8791-3254

#臺北市動物之家
#臺北市動物保護處
#台北市產業發產局
#認養代替購買 顯示較少",0,2018-08-25,2018-10-07,2018-10-13,5.0,1,"['黃', '虎斑']",米克斯,1,0,49,3.912023005428146,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,https://www.facebook.com/photo/?fbid=1648768938524023,465645749_8771382989595880_8877789451089283289_n.jpg,2017-12-23,2018-12-04,"〈已結案〉
已完成認養手續
-------
編號：106083103
性別：男生
籠號：P16
年紀：1-3歲
花色：黑棕
進所日期：106.8.31
健康評估：皮膚病、眼膿、血便、
已絕育、已施打預防針及狂犬病疫苗
行為評估：緊張、可觸摸
動物暫名：肉彈

你好，我是肉彈。
是否有機會得到好照顧調養
讓我的皮毛恢復柔亮
展現我年輕的容貌~
同時讓我跑跑跳跳
消耗我的活力
開心的渡過每一天呢！
請來動物之家跟我互動，互相了解一下唷。

認養注意事項：
1. 有意認養者，請記住收容編號
2. 認養貓咪需自備寵物提籠(硬式側開為佳)
3. 開放時間為週二至週五上午10:00~12:30 下午1:30~4:00，週六、日10:00~16:00
4. 臺北市動物之家：內湖區潭美街852號；電話02-87913062

#最後一場周日認養會12/24 #認養再抽禮卷唷!
#臺北市動物之家
#臺北市動物保護處
#台北市產業發產局
#認養代替購買 顯示較少",1,2017-08-31,2017-12-23,2018-12-04,2.0,1,"['黑', '棕']",迷你杜賓,0,0,460,6.133398042996649,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14,https://www.facebook.com/photo/?fbid=1985908791476701,43007610_1985908794810034_8194967934875992064_n.jpg,2018-10-02,2018-11-02,"〈已結案〉
已完成認養手續
-------
< 收容編號107082213將於107.10.6（六）開放認養 >

欲認養者，請於早上10點整，攜帶身分證件(需年滿20歲且無棄養紀錄)，自備牽繩或胸背帶、運輸籠等至櫃檯登記。完成登記者，始得參與認養，若登記人數為兩位以上(含)，將進行抽籤程序。

編號：107082213
籠號：S2
品種：雪納瑞
性別：母
年紀：七歲以上
花色：灰白
進所日期：107.08.22

健康評估：已絕育，右眼角膜潰瘍
行為評估：可觸碰及撫摸

#臺北市動物之家
#臺北市動物保護處
#台北市產業發產局
#認養代替購買 顯示較少",1,2018-08-22,2018-10-06,2018-11-02,7.0,0,"['灰', '白']",雪納瑞,0,0,72,4.290459441148391,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
15,https://www.facebook.com/photo/?fbid=1997328207001426,43581285_1997328213668092_4287491020658049024_n.jpg,2018-10-10,2018-11-10,"〈已結案〉
已完成認養手續
-------
< 收容編號107091303將於107.10.14（日）開放認養 >

欲認養者，請於早上10點整，攜帶身分證件(需年滿20歲且無棄養紀錄)，自備牽
繩或胸背帶、運輸籠等至櫃檯登記。完成登記者，始得參與認養，若登記人數為
兩位以上(含)，將進行抽籤程序。

編號：107091303
籠號：P5
性別：女生
年紀：7歲以上
品種：約克夏
花色：棕黑
進所日期：107.09.13

健康評估：已絕育、犬型艾利希體
行為評估：友善、可觸碰及撫摸、活潑、安靜、非常愛撒嬌、膽小

#臺北市動物之家
#臺北市動物保護處
#台北市產業發產局
#認養代替購買 顯示較少",1,2018-09-13,2018-10-14,2018-11-10,7.0,0,"['棕', '黑']",約克夏,0,0,58,4.07753744390572,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,https://www.facebook.com/photo/?fbid=2005272326207014,44111997_2005272332873680_7566927094953803776_n.jpg,2018-10-16,2018-11-02,"〈已結案〉
已完成認養手續
-------
< 收容編號107090803將於107.10.19(五)開放認養 >

欲認養者，請於早上10:00-10:10，現場攜帶身分證件(需年滿20歲且無棄養紀錄)，自備牽繩或胸背帶、運輸籠等至臨櫃登記。完成登記者，始得參與認養，若登記人數為兩位以上(含)，將進行抽籤程序。

編號：107090803
籠號：S5
性別：女生
年紀：3-7歲
花色：黃
進所日期：107.09.08

健康評估：已施打八合一及狂犬病疫苗
行為評估：可觸碰及撫摸

#臺北市動物之家
#臺北市動物保護處
#台北市產業發產局
#認養代替購買 顯示較少",1,2018-09-08,2018-10-19,2018-11-02,5.0,0,['黃'],米克斯,1,1,55,4.02535169073515,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,https://www.facebook.com/photo/?fbid=2012535938813986,44522635_2012535942147319_411417915171012608_n.jpg,2018-10-23,2018-10-27,"(已認養)
< 收容編號107093001將於107.10.26（五）開放認養 >

欲認養者，請於早上10點整，攜帶身分證件(需年滿20歲且無棄養紀錄)，自備牽繩或胸背帶、運輸籠等至櫃檯登記。完成登記者，始得參與認養，若登記人數為兩位以上(含)，將進行抽籤程序。

〈黑桃〉
編號：107093001
籠號：P5
性別：母
年紀：3-7歲
花色：黑
進所日期：107.09.30

健康評估：已絕育
行為評估：友善親人、可觸碰及撫摸、「坐下」、「握手」、「換手」

#臺北市動物之家
#臺北市動物保護處
#台北市產業發產局
#認養代替購買 顯示較少",1,2018-09-30,2018-10-26,2018-10-27,5.0,0,['黑'],貴賓,0,1,27,3.332204510175204,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
18,https://www.facebook.com/photo/?fbid=2023627777704802,45006064_2023627784371468_7833008019817365504_n.jpg,2018-10-30,2018-11-02,"〈已結案〉
107.11.2已完成認養手續
-------
< 收容編號107070902將於107.11.2（五）開放認養 >

欲認養者，請於早上10點整，攜帶身分證件(需年滿20歲且無棄養紀
錄)，自備牽繩或胸背帶、運輸籠等至櫃檯登記。完成登記者，始得
參與認養，若登記人數為兩位以上(含)，將進行抽籤程序。

編號：107070902
籠號：P4
性別：男生
年紀：7歲以上
花色：白
進所日期：107.07.09

健康評估：已絕育
行為評估：友善、可觸碰及撫摸、非常好動、「坐下」、「握手」

#臺北市動物之家
#臺北市動物保護處
#台北市產業發產局
#認養代替購買 顯示較少",1,2018-07-09,2018-11-02,2018-11-02,7.0,1,['白'],馬爾濟斯,0,1,116,4.762173934797756,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
19,https://www.facebook.com/photo/?fbid=2028420677225512,45206589_2028420680558845_6548272843614846976_n.jpg,2018-11-02,2018-11-06,"〈已結案〉
107.11.6已完成認養手續
-------
< 收容編號107101710將於107.11.04(日)開放認養 >

欲認養者，請於早上10:00-10:10，現場攜帶身分證件(需年滿20歲且無棄養紀錄)，自備牽繩或胸背帶、運輸籠等至臨櫃登記。完成登記者，始得參與認養，若登記人數為兩位以上(含)，將進行抽籤程序。

〈屁桃〉
編號：107101710
籠號：P19
性別：男生
年紀：3-7歲
花色：黑
進所日期：107.10.17

健康評估：已絕育、心絲蟲陽性
行為評估：友善、可觸碰及撫摸、安靜、活潑、「坐下」

#臺北市動物之家
#臺北市動物保護處
#台北市產業發產局
#認養代替購買 顯示較少",1,2018-10-17,2018-11-04,2018-11-06,5.0,1,['黑'],貴賓,0,0,20,3.044522437723423,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20,https://www.facebook.com/photo/?fbid=2047010808699832,46390614_2047010815366498_3053675460593451008_n.jpg,2018-11-16,2018-11-22,"〈已結案〉
107.11.20已完成認養手續。
-------
< 收容編號107103003將於107.11.20（二）開放認養 >

欲認養者，請於早上10點整，攜帶身分證件(需年滿20歲且無棄養紀錄)，自備牽繩或胸背帶、運輸籠等至櫃檯登記。完成登記者，始得參與認養，若登記人數為兩位以上(含)，將進行抽籤程序。

編號：107103003
籠號：P1
性別：女生
年紀：3-7歲
花色：白
進所日期：107.10.30

健康評估：已絕育
行為評估：友善、可觸碰及撫摸、安靜、撒嬌

#臺北市動物之家
#臺北市動物保護處
#台北市產業發產局
#認養代替購買 顯示較少",1,2018-10-30,2018-11-20,2018-11-20,5.0,0,['白'],貴賓,0,1,21,3.091042453358316,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21,https://www.facebook.com/photo/?fbid=1627861723948078,465440946_8770299349704244_3846012855537922003_n.jpg,2017-12-06,2018-12-04,"〈已結案〉
106年已完成認養手續
-------
點點
編號：106102611
籠號：F10
性別：女生
年齡：1-3歲
花色：黑黃
我是點點，
我的個性緊張，
很怕生，
請大家指名帶我回家吧!
**認養貓咪，需自備硬式貓提籠，側開尤佳!**
認養注意事項：
1.有意認養者，請記住編號跟籠號
2.未滿三個月的幼犬、貓需填寫不適認領、養切結書
3.開放認養時間週二至週五上午10:00~12:30 下午1:30~4:00，週六、日10:00~16:00
4.台北市動物之家地址：內湖區潭美街852號
電話：(02)8791-3254
#只剩二場周日認養會
12/10.12/24 #認養再抽禮卷唷!
#臺北市動物之家
#臺北市動物保護處
#台北市產業發產局
#認養代替購買 顯示較少",0,2017-10-26,2017-12-06,2017-12-31,2.0,0,"['黑', '黃']",米克斯,1,1,66,4.204692619390966,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,https://www.facebook.com/photo/?fbid=1815085675225681,34201611_1815085681892347_5298105110398763008_n.jpg,2018-06-03,2019-01-12,"〈已結案〉
已完成認養手續
-------
多多

編號：107060305
籠號：P13
性別：女生，已絕育
年紀：12歲，迷你杜賓
花色：黑
進所日期：107.06.03

健康評估：子宮切除
行為評估：緊張，太緊迫會露牙，會坐下，等，站指令，會顧家，剪趾甲需帶嘴套。

<欲認養本區動物，請詳閱相簿說明>

#臺北市動物之家
#臺北市動物保護處
#台北市產業發產局
#認養代替購買 顯示較少",1,2018-06-03,2018-06-03,2019-01-12,12.0,0,['黑'],迷你杜賓,0,0,223,5.41164605185504,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23,https://www.facebook.com/photo/?fbid=1938462902887957,39628793_1938462909554623_3089787738891747328_n.jpg,2018-08-22,2018-09-02,"（已結案）
已完成認養手續。
-------
< 收容編號107081201將於107.8.25(六)開放認養 >

欲認養者，請於早上10:00-10:10，現場攜帶身分證件(需年滿20歲且無棄養紀錄)，自備牽繩或胸背帶、運輸籠等至臨櫃登記。完成登記者，始得參與認養，若登記人數為兩位以上(含)，將進行抽籤程序。

編號：107081201
籠號：P17
性別：女生
年紀：1-3歲
花色：棕紅
進所日期：107.08.12

健康評估：已施打八合一及狂犬病疫苗
行為評估：可觸碰及撫摸

#臺北市動物之家
#臺北市動物保護處
#台北市產業發產局
#認養代替購買 顯示較少",1,2018-08-12,2018-08-25,2018-09-02,2.0,0,"['棕', '紅']",貴賓,0,1,21,3.091042453358316,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
24,https://www.facebook.com/photo/?fbid=1969977276403186,41991759_1969977279736519_981007016153579520_n.jpg,2018-09-17,2019-01-12,"〈已結案〉
1080111已完成認養手續
-------
Noli

編號：107091508
籠號：P8
性別：母
年紀：14歲（進所時）
花色：灰白
進所日期：107.09.15
.
健康評估：右側腹部腿部脫毛、皮病、近期開過刀目前還會漏尿、左側腹部腫塊
行為評估：可觸碰撫摸、友善親人
.
您好，我是Noli老奶奶，我很乖，不會汪汪亂叫，
喜歡走來走去，會「坐下」、「握手」、「換手」，超厲害的，
想不想帶我回家呀～？
.
<欲認養本區動物，請詳閱相簿說明>
認養注意事項：
1.有意認養者，請記住收容編號。
2.認養貓咪需自備寵物提籠（硬式側開為佳）；認養狗狗需自備牽繩或提籠。
3.開放時間為：
週二至週五上午10:00~12:30 下午1:30~4:00
週六、日10:00~16:00
4.地址：內湖區潭美街852號
5.電話：02-87913254
.
#臺北市動物之家
#臺北市動物保護處
#台北市產業發產局
#認養代替購買 顯示較少",1,2018-09-15,2018-09-17,2019-01-11,14.0,0,"['灰', '白']",雪納瑞,0,0,118,4.77912349311153,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
